Pubmed_ID,Title,Author,Source,Abstract
25985063,Proteomic analysis of three gonad types of swamp eel reveals genes differentially expressed during sex reversal.,"Sheng Y, Zhao W, Song Y, Li Z, Luo M, Lei Q, Cheng H, Zhou R",Sci Rep. 2015 May 18;5:10176. doi: 10.1038/srep10176.,"A variety of mechanisms are engaged in sex determination in vertebrates. The teleost fish swamp eel undergoes sex reversal naturally and is an ideal model for vertebrate sexual development. However, the importance of proteome-wide scanning for gonad reversal was not previously determined. We report a 2-D electrophoresis analysis of three gonad types of proteomes during sex reversal. MS/MS analysis revealed a group of differentially expressed proteins during ovary to ovotestis to testis transformation. Cbx3 is up-regulated during gonad reversal and is likely to have a role in spermatogenesis. Rab37 is down-regulated during the reversal and is mainly associated with oogenesis. Both Cbx3 and Rab37 are linked up in a protein network. These datasets in gonadal proteomes provide a new resource for further studies in gonadal development."
25363394,Molecular cloning and analysis of gonadal expression of Foxl2 in the rice-field eel Monopterus albus.,"Hu Q, Guo W, Gao Y, Tang R, Li D",Sci Rep. 2014 Nov 3;4:6884. doi: 10.1038/srep06884.,"We isolated the complete Foxl2 (Foxl2a) cDNA from the Monopterus albus ovary. An alignment of known Foxl2 amino-acid sequences confirmed the conservation of the Foxl2 open reading frame, especially the forkhead domain and C-terminal region. The expression of Foxl2 was detected in the brain, eyes, and gonads. A high level of Foxl2 expression in the ovary before sex reversal, but its transcripts decreased sharply when the gonad developed into the ovotestis and testis. The correlation between the Foxl2 expression and the process of sex development revealed the important function of Foxl2 during the sex reversal of M. albus. Immunohistochemical analysis showed that Foxl2 was expressed abundantly in granulosa cells and in the interstitial cells of the ovotestis and testis. These results suggest that Foxl2 plays a pivotal role in the development and maintenance of ovarian function. Foxl2 may be also involved in the early development of testis and the development of ocular structures of M. albus."
25233988,Wild sex in zebrafish: loss of the natural sex determinant in domesticated strains.,"Wilson CA, High SK, McCluskey BM, Amores A, Yan YL, Titus TA, Anderson JL, Batzel P, Carvan MJ 3rd, Schartl M, Postlethwait JH",Genetics. 2014 Nov;198(3):1291-308. doi: 10.1534/genetics.114.169284. Epub 2014 Sep 18.,"Sex determination can be robustly genetic, strongly environmental, or genetic subject to environmental perturbation. The genetic basis of sex determination is unknown for zebrafish (Danio rerio), a model for development and human health. We used RAD-tag population genomics to identify sex-linked polymorphisms. After verifying this ""RAD-sex"" method on medaka (Oryzias latipes), we studied two domesticated zebrafish strains (AB and TU), two natural laboratory strains (WIK and EKW), and two recent isolates from nature (NA and CB). All four natural strains had a single sex-linked region at the right tip of chromosome 4, enabling sex genotyping by PCR. Genotypes for the single nucleotide polymorphism (SNP) with the strongest statistical association to sex suggested that wild zebrafish have WZ/ZZ sex chromosomes. In natural strains, ""male genotypes"" became males and some ""female genotypes"" also became males, suggesting that the environment or genetic background can cause female-to-male sex reversal. Surprisingly, TU and AB lacked detectable sex-linked loci. Phylogenomics rooted on D. nigrofasciatus verified that all strains are monophyletic. Because AB and TU branched as a monophyletic clade, we could not rule out shared loss of the wild sex locus in a common ancestor despite their independent domestication. Mitochondrial DNA sequences showed that investigated strains represent only one of the three identified zebrafish haplogroups. Results suggest that zebrafish in nature possess a WZ/ZZ sex-determination mechanism with a major determinant lying near the right telomere of chromosome 4 that was modified during domestication. Strains providing the zebrafish reference genome lack key components of the natural sex-determination system but may have evolved variant sex-determining mechanisms during two decades in laboratory culture."
24877625,Loss of follicle-stimulating hormone receptor function causes masculinization and suppression of ovarian development in genetically female medaka.,"Murozumi N, Nakashima R, Hirai T, Kamei Y, Ishikawa-Fujiwara T, Todo T, Kitano T",Endocrinology. 2014 Aug;155(8):3136-45. doi: 10.1210/en.2013-2060. Epub 2014 May 30.,"FSH, a glycoprotein hormone, is circulated from the pituitary and functions by binding to a specific FSH receptor (FSHR). FSHR is a G protein-coupled, seven-transmembrane receptor linked to the adenylyl cyclase or other pathways and is expressed in gonadal somatic cells. In some nonmammalian species, fshr expression is much higher in the ovary than in the testis during gonadal sex differentiation, suggesting that FSHR is involved in ovarian development in nonmammalian vertebrates. However, little is known of FSHR knockout phenotypes in these species. Here we screened for fshr mutations by a medaka (Oryzias latipes) target-induced local lesion in the genomes and identified one nonsense mutation located in the BXXBB motif, which is involved in G protein activation. Next, we used an in vitro reporter gene assay to demonstrate that this mutation prevents FSHR function. We then analyzed the phenotypes of fshr mutant medaka. The fshr mutant male medaka displayed normal testes and were fertile, whereas the mutant female fish displayed small ovaries and were infertile because vitellogenesis was inhibited. The mutant females also have suppressed expression of ovary-type aromatase (cyp19a1a), a steroidogenic enzyme responsible for the conversion of androgens to estrogens, resulting in decreased 17beta-estradiol levels. Moreover, loss of FSHR function caused female-to-male sex reversal in some cases. In addition, the transgenic overexpression of fshr in fshr mutants rescued FSHR function. These findings strongly suggest that in the medaka, FSH regulates the ovarian development and the maintenance mainly by the elevation of estrogen levels. We present the first FSHR knockout phenotype in a nonmammalian species."
24768058,"Molecular characterization, sexually dimorphic expression, and functional analysis of 3'-untranslated region of vasa gene in half-smooth tongue sole (Cynoglossus semilaevis).","Huang J, Chen S, Liu Y, Shao C, Lin F, Wang N, Hu Q",Theriogenology. 2014 Jul 15;82(2):213-24. doi: 10.1016/j.theriogenology.2014.03.017. Epub 2014 Mar 31.,"Vasa is a highly conserved ATP-dependent RNA helicase expressed mainly in germ cells. The vasa gene plays a crucial role in the development of germ cell lineage and has become an excellent molecular marker in identifying germ cells in teleosts. However, little is known about the structure and function of the vasa gene in flatfish. In this study, the vasa gene (Csvasa) was isolated and characterized in half-smooth tongue sole (Cynoglossus semilaevis), an economically important flatfish in China. In the obtained 6425-bp genomic sequence, 23 exons and 22 introns were identified. The Csvasa gene encodes a 663-amino acid protein, including highly conserved domains of the DEAD-box protein family. The amino acid sequence also shared a high homology with other teleosts. Csvasa expression was mainly restricted to the gonads, with little or no expression in other tissues. Real-time quantitative polymerase chain reaction analysis revealed that Csvasa expression levels decreased during embryonic and early developmental stages and increased with the primordial germ cell proliferation. A typical sexually dimorphic expression pattern of Csvasa was observed during early development and sex differentiation, suggesting that the Csvasa gene might play a differential role in the proliferation and differentiation of male and female primordial germ cells (PGCs). Csvasa mRNA expression levels in neomales were significantly lower than those in normal males and females, indicating that the Csvasa gene might be implicated in germ cell development after sex reversal by temperature treatment. In addition, medaka (Oryzias latipes) PGCs could be transiently labeled by microinjection of synthesized mRNA containing the green fluorescence protein gene and 3'-untranslated region of Csvasa, which confirmed that the Csvasa gene has the potential to be used as a visual molecular marker of germ cells and laid a foundation for manipulation of PGCs in tongue sole reproduction."
24583172,"Construction and analysis of gonad suppression subtractive hybridization libraries for the rice field eel, Monopterus albus.","Qu X, Jiang J, Shang X, Cheng C, Feng L, Liu Q",Gene. 2014 Apr 25;540(1):20-5. doi: 10.1016/j.gene.2014.02.044. Epub 2014 Feb 26.,"The objective of this study was to investigate gene transcription profiles of the stage IV ovary and the ovotestis of the rice field eel (Monopterus albus) in an attempt to uncover genes involved in sex reversal and gonad development. Suppression subtractive hybridization (SSH) libraries were constructed using mRNA from the stage IV ovary and the ovotestis. In total 100 positive clones from the libraries were selected at random and sequenced, and then expressed sequence tags (ESTs) were used to search against sequences in the GenBank database using the BLASTn and BLASTx search algorithms. High quality SSH cDNA libraries and 90 ESTs were obtained. Of these ESTs, 43 showed high homology with genes of known function and these are associated with energy metabolism, signal transduction, transcription regulation and so on. The remaining 47 ESTs shared no homology with any genes in GenBank and are thus considered to be hypothetical genes. Furthermore, the four genes F11, F63, R11, and R47 from the forward and reverse libraries were analyzed in gonad, brain, heart, spleen, liver, kidney and muscle tissues. The results showed that the transcription of the F11 and F63 genes was significantly increased while the expression of the R11 and R47 genes was significantly decreased from IV or V ovary. In addition, the results also indicated that the four genes' expression was not gonad-tissue specific. This results strongly suggested that they may be involved in the rice field eel gonad development and/or sex reversal."
24390316,Identification of Dmrt genes and their up-regulation during gonad transformation in the swamp eel (Monopterus albus).,"Sheng Y, Chen B, Zhang L, Luo M, Cheng H, Zhou R",Mol Biol Rep. 2014 Mar;41(3):1237-45. doi: 10.1007/s11033-013-2968-6. Epub 2014 Jan 5.,"The swamp eel is a teleost fish with a characteristic of natural sex reversal and an ideal model for vertebrate sexual development. However, underlying molecular mechanisms are poorly understood. We report the identification of five DM (doublesex and mab-3) domain genes in the swamp eel that include Dmrt2, Dmrt2b, Dmrt3, Dmrt4 and Dmrt5, which encode putative proteins of 527, 373, 471, 420 and 448 amino acids, respectively. Phylogenetic tree showed that these genes are clustered into corresponding branches of the DM genes in vertebrates. Southern blot analysis indicated that the Dmrt1-Dmrt3-Dmrt2 genes are tightly linked in a conserved gene cluster. Notably, these Dmrt genes are up-regulated during gonad transformation. Furthermore, mRNA in situ hybridisation showed that Dmrt2, Dmrt3, Dmrt4 and Dmrt5 are expressed in developing germ cells. These results are evidence that the DM genes are involved in sexual differentiation in the swamp eel."
24230975,Long-term exposure investigating the estrogenic potency of estriol in Japanese medaka (Oryzias latipes).,"Lei B, Kang J, Yu Y, Zha J, Li W, Wang Z, Wang Y, Wen Y",Comp Biochem Physiol C Toxicol Pharmacol. 2014 Mar;160:86-92. doi: 10.1016/j.cbpc.2013.11.001. Epub 2013 Nov 11.,"The growth, development, and ERalpha and Vtg-I gene expressions of Japanese ricefish (Oryzias latipes; medaka) exposed to different concentrations of estriol (E3), including one environmentally relevant concentration, during embryo-adult life stages were evaluated. At the early life stage, fertilized eggs were exposed to 5, 50, 500, 5000ng/L E3 for 15days, and the hatched fry were exposed continuously to the same concentrations for an additional 15days. Exposure to 500 and 5000ng/L E3 resulted in adverse effects on hatchability and time to hatching. At 5000ng/L, the gross abnormality rate was increased and the number of females that hatched was twice that of males. When the fish were exposed to 5-5000ng/L E3 for further 60days, the male hepatosomatic index (HSI) was increased at 5000ng/L. The female gonadosomatic index (GSI) was decreased at 500 and 5000ng/L E3, while the male GSI at 5000ng/L E3 was increased and sex reversal was also found at this concentration. Quantitative RT-PCR showed that the hepatic vitellogenin-I (Vtg-I) genes were up-regulated in females at 500 and 5000ng/L E3 and in males at all E3 concentrations, whereas E3 did not affect estrogen receptor alpha (ERalpha) mRNA transcription. These results showed that E3 at environmental concentration of 5ng/L has no adverse effects on growth and development of the Japanese medaka. However, in this study, if we only focused on Vtg gene change in males, E3 had strong estrogenic effects on male medaka under the conditions of these experiments."
24115657,[Histological observations of Medaka(Oryzias latipes)gonad sexual differentiation and development].,"Zhang J, Huang JQ, Li YY, Wang N, Sun J, Wang TZ, Chen SL",Dongwuxue Yanjiu. 2013 Oct;34(5):464-70.,"Over the past few decades, Medaka (Oryzias latipes) has become a model animal in teleost species research due both to its short reproductive cycle and efficient proliferate capacity. Unfortunately, however, systematic data of its sexual differentiation and development have yet to be obtained. In the present study, we observed Medaka gonad development from the earliest recognizable stages through differentiation to maturation under a light microscope, after paraffin sectioning and hematoxylin-eosin staining. The results showed that among juveniles aged 5 to 10 days, the gonad located on the right side of the dorsal abdominal cavity and the germ cells was significantly larger than the surrounding somatic cells. Ten days after hatching, sexual differences between females and males became obvious, and germline cysts derived from oogonium division were present in the gonad. At 50 days after hatching, ovarian cavities and mature sperm were observed. Moreover, during the study we also observed the coexistence of two sexual characteristics during a male's development. Together, these observations fill current gaps in developmental and genetic biology that will allow a more efficient use of Medaka as an experimental model."
23975836,Genetic evidence for polygynandry in the black-striped pipefish Syngnathus abaster: a microsatellite-based parentage analysis.,"Hubner K, Gonzalez-Wanguemert M, Diekmann OE, Serrao EA",J Hered. 2013 Nov-Dec;104(6):791-7. doi: 10.1093/jhered/est049. Epub 2013 Aug 24.,"Sexual selection theory predicts that, in organisms with reversed sex roles, more polyandrous species exhibit higher levels of sexual dimorphism. In the family Syngnathidae (pipefish, seahorses, and seadragons), males provide all parental care by carrying developing embryos on their ventral surfaces, and females develop secondary sex characters. Syngnathids exhibit a variety of genetic mating patterns, making them an ideal group to test predictions of sexual selection theory. Here, we describe the mating system of the black-striped pipefish Syngnathus abaster, using 4 highly variable microsatellites to analyze parentage of 102 embryos. Results revealed that 1) both sexes mate multiple times over the course of a pregnancy (polygynandrous mating system), 2) eggs are spatially segregated by maternity within each brood pouch, and 3) larger females have higher mating success (Kolmogorov-Smirnov test; P < 0.05). Together with similar studies of other syngnathid species, our results support the hypothesis that the mating system is related to the intensity of sexual dimorphism."
23830040,Effects of estrone on the early life stages and expression of vitellogenin and estrogen receptor genes of Japanese medaka (Oryzias latipes).,"Lei B, Wen Y, Wang X, Zha J, Li W, Wang Z, Sun Y, Kang J, Wang Y",Chemosphere. 2013 Oct;93(6):1104-10. doi: 10.1016/j.chemosphere.2013.06.025. Epub 2013 Jul 3.,"The fertilized eggs of Japanese medaka (Oryzias latipes) were exposed to estrone (E1) at 5-5000 ng L(-1) for 15 d, and the hatched fry were exposed continuously to the same concentrations for the additional 15 d. Adverse effects on hatchability, time to hatching, and gross abnormalities occurred at 50 ng L(-1) or above. Then the fry were divided into a continual exposure group, and a water recovery group. When the fry were exposed to E1 for another 60 d, there was a decrease in the hepatosomatic index (HSI) of males and the influence disappeared in the water recovery group. The gonadosonatic index (GSI) of females at 500 ng L(-1) decreased significantly in another 60 d exposure. While the fry were maintained in dechlorinated tap water for 60 d, a significant decrease in female GSI was observed at 50 ng L(-1) or above. An increased GSI was found in males in both continual exposure and water recovery groups at all E1 treatments. Quantitative RT-PCR showed that vitellogenin-I (Vtg-I) gene expressions in the female liver were significantly down-regulated at 50 ng L(-1) in the continual exposure group, and at 500 ng L(-1) in the water recovery group, while male Vtg-I genes were significantly up-regulated for all E1 treatments. In addition, all E1 treatments caused sex reversal of males. These results suggest that E1 at 5 ng L(-1) or above have unrecoverable impacts on the gonadal growth and development of medaka, even if only early life stages were exposed to E1."
23638909,A transgenic medaka line with visible markers for genotypic and phenotypic sex.,"Kanamori A, Toyama K",Environ Sci Technol. 2013 Jun 18;47(12):6640-5. doi: 10.1021/es400264q. Epub 2013 May 29.,"Accurate genotyping of sex is required for correct interpretation in any in vivo assays with endocrine disrupting chemicals (EDCs). Visible markers for genotypic sex, if reliable, simplify assays because time-consuming PCR-based genotyping can be skipped. Here, we describe a line of Japanese medaka with a brain-expressed green fluorescent protein (GFP) transgene inserted near the sex-determining locus. When used with a white pigment cell marker, genotypic sex can be determined reliably as early as 3 days after fertilization (well before gonadal sex differentiation). No recombinants were found in more than 2000 progenies. We also introduced a strong ovarian GFP marker into the line with these genetic sex markers, so that phenotypic sex can also be determined reliably at 8 days after hatching. Well-known sex reversal protocols using exogenous steroid treatments of embryos were monitored by this transgenic line, demonstrating the line to be a useful tool for in vivo studies utilizing gonadal sex differentiation of the medaka, especially for screenings of potential estrogenic and androgenic EDCs."
23608700,beta-estradiol 17-valerate affects embryonic development and sexual differentiation in Japanese medaka (Oryzias latipes).,"Lei B, Kang J, Yu Y, Zha J, Li W, Wang Z",Aquat Toxicol. 2013 Jun 15;134-135:128-34. doi: 10.1016/j.aquatox.2013.03.011. Epub 2013 Mar 26.,"beta-estradiol 17-valerate (EV) is a synthetic estrogen widely used in combination with other steroid hormones in hormone replacement therapy drugs and is detected in natural waters. Although EV is known as an estrogenic chemical, there is still a lack of data on its developmental and reproductive toxicities in fish following exposure to EV during embryo-larval-, juvenile- and adult-life stages in Japanese medaka (Oryzias latipes). At the early life stage, the fertilized eggs of medaka were exposed to 1, 10, 100 and 1000 ng/L EV for 15 days, and hatched larval fish were continually exposed to the same concentration range for an additional 15 days. The results showed that exposure to 10 ng/L or above resulted in adverse effects on hatchability and time to hatching, and the number of hatched females was twice that of males at 10 ng/L or above. When the hatched fish were continually exposed to 1, 10 and 100 ng/L of EV for another 40 days, the hepatosomatic index (HSI) was increased in both males and females, and the gonadosomatic index (GSI) was decreased in females, and increased in males. Sex reversal was found in fish exposed to 1 ng/L and above. Quantitative real-time RT-PCR showed that mRNA levels of estrogen receptor alpha (ER-alpha) and vitellogenin-I (VTG-I) in the liver of females were significantly down-regulated, while those of vitellogenin-I (VTG-I) in the liver of males were significantly up-regulated at all concentrations. These findings suggest that EV is a reproductive toxicant and estrogenic chemical in both male and female fish."
23382951,Temperature-specific competition between invasive mosquitofish and an endangered cyprinodontid fish.,"Carmona-Catot G, Magellan K, Garcia-Berthou E",PLoS One. 2013;8(1):e54734. doi: 10.1371/journal.pone.0054734. Epub 2013 Jan 23.,"Condition-specific competition is widespread in nature. Species inhabiting heterogeneous environments tend to differ in competitive abilities depending on environmental stressors. Interactions between these factors can allow coexistence of competing species, which may be particularly important between invasive and native species. Here, we examine the effects of temperature on competitive interactions between invasive mosquitofish, Gambusia holbrooki, and an endemic Iberian toothcarp, Aphanius iberus. We compare the tendency to approach heterospecifics and food capture rates between these two species, and examine differences between sexes and species in aggressive interactions, at three different temperatures (19, 24 and 29 degrees C) in three laboratory experiments. Mosquitofish exhibit much more aggression than toothcarp. We show that mosquitofish have the capacity to competitively displace toothcarp through interference competition and this outcome is more likely at higher temperatures. We also show a reversal in the competitive hierarchy through reduced food capture rate by mosquitofish at lower temperatures and suggest that these two types of competition may act synergistically to deprive toothcarp of food at higher temperatures. Males of both species carry out more overtly aggressive acts than females, which is probably related to the marked sexual dimorphism and associated mating systems of these two species. Mosquitofish may thus impact heavily on toothcarp, and competition from mosquitofish, especially in warmer summer months, may lead to changes in abundance of the native species and displacement to non-preferred habitats. Globally increasing temperatures mean that highly invasive, warm-water mosquitofish may be able to colonize environments from which they are currently excluded through reduced physiological tolerance to low temperatures. Research into the effects of temperature on interactions between native and invasive species is thus of fundamental importance."
23300682,Anchoring ethinylestradiol induced gene expression changes with testicular morphology and reproductive function in the medaka.,"Miller HD, Clark BW, Hinton DE, Whitehead A, Martin S, Kwok KW, Kullman SW",PLoS One. 2012;7(12):e52479. doi: 10.1371/journal.pone.0052479. Epub 2012 Dec 26.,"Environmental estrogens are ubiquitous in the environment and can cause detrimental effects on male reproduction. In fish, a multitude of effects from environmental estrogens have been observed including altered courting behavior and fertility, sex reversal, and gonadal histopathology. However, few studies in fish assess the impacts of estrogenic exposure on a physiological endpoint, such as reproduction, as well as the associated morphologic response and underlying global gene expression changes. This study assessed the implications of a 14 day sub-chronic exposure of ethinylestradiol (EE2; 1.0 or 10.0 microg/L EE2) on male medaka fertility, testicular histology and testicular gene expression. The findings demonstrate that a 14 day exposure to EE2 induced impaired male reproductive capacity and time- and dose-dependent alterations in testicular morphology and gene expression. The average fertilization rate/day following the exposure for control, 1.0 and 10.0 microg/L EE2 was 91.3% (+/-4.4), 62.8% (+/-8.3) and 28.8% (+/-5.8), respectively. The testicular morphologic alterations included increased germ cell apoptosis, decreased germinal epithelium and thickening of the interstitium. These changes were highly associated with testicular gene expression changes using a medaka-specific microarray. A pathway analysis of the differentially expressed genes emphasized genes and pathways associated with apoptosis, cell cycle and proliferation, collagen production/extracellular matrix organization, hormone signaling, male reproduction and protein ubiquitination among others. These findings highlight the importance of anchoring global gonadal gene expression changes with morphology and ultimately with tissue/organ function."
23284102,"hebp3, a novel member of the heme-binding protein gene family, is expressed in the medaka meninges with higher abundance in females due to a direct stimulating action of ovarian estrogens.","Nakasone K, Nagahama Y, Okubo K",Endocrinology. 2013 Feb;154(2):920-30. doi: 10.1210/en.2012-2000. Epub 2013 Jan 2.,"The brains of teleost fish exhibit remarkable sexual plasticity throughout their life span. To dissect the molecular basis for the development and reversal of sex differences in the teleost brain, we screened for genes differentially expressed between sexes in the brain of medaka (Oryzias latipes). One of the genes identified in the screen as being preferentially expressed in females was found to be a new member of the heme-binding protein gene family that includes hebp1 and hebp2 and was designated here as hebp3. The medaka hebp3 is expressed in the meninges with higher abundance in females, whereas there is no expression within the brain parenchyma. This female-biased expression of hebp3 is not attributable to the direct action of sex chromosome genes but results from the transient and reversible action of estrogens derived from the ovary. Moreover, estrogens directly activate the transcription of hebp3 via a palindromic estrogen-responsive element in the hebp3 promoter. Taken together, our findings demonstrate that hebp3 is a novel transcriptional target of estrogens, with female-biased expression in the meninges. The definite but reversible sexual dimorphism of the meningeal hebp3 expression may contribute to the development and reversal of sex differences in the teleost brain."
23149404,Male pregnancy and biparental immune priming.,"Roth O, Klein V, Beemelmanns A, Scharsack JP, Reusch TB",Am Nat. 2012 Dec;180(6):802-14. doi: 10.1086/668081. Epub 2012 Oct 31.,"In vertebrates, maternal transfer of immunity via the eggs or placenta provides offspring with crucial information on prevailing pathogens and parasites. Males contribute little to such transgenerational immune priming, either because they do not share the environment and parasite pressure of the offspring or because sperm are too small for transfer of immunity. In the teleost group of Syngnathids (pipefish, seahorses, and sea dragons), males brood female eggs in a placenta-like structure. Such sex-role-reversed species provide a unique opportunity to test for adaptive plasticity in immune transfer. Here, males and females should both influence offspring immunity. We experimentally tested paternal effects on offspring immunity by examining immune cell proliferation and immune gene expression. Maternal and paternal bacterial exposure induced offspring immune defense 5 weeks after hatching, and this effect persisted in 4-month-old offspring. For several offspring immune traits, double parental exposure (maternal and paternal) enhanced the response, whereas for another group of immune traits, the transgenerational induction already took place if only one parent was exposed. Our study shows that sex role reversal in connection with male pregnancy opens the door for biparental influences on offspring immunity and may represent an additional advantage for the evolution of male pregnancy."
22982326,Salinity change impairs pipefish immune defence.,"Birrer SC, Reusch TB, Roth O",Fish Shellfish Immunol. 2012 Dec;33(6):1238-48. doi: 10.1016/j.fsi.2012.08.028. Epub 2012 Sep 13.,"Global change is associated with fast and severe alterations of environmental conditions. Superimposed onto existing salinity variations in a semi-enclosed brackish water body such as the Baltic Sea, a decrease in salinity is predicted due to increased precipitation and freshwater inflow. Moreover, we predict that heavy precipitation events will accentuate salinity fluctuations near shore. Here, we investigated how the immune function of the broad-nosed pipefish (Syngnathus typhle), an ecologically important teleost with sex-role reversal, is influenced by experimentally altered salinities (control: 18 PSU, lowered: 6 PSU, increased: 30 PSU) upon infection with bacteria of the genus Vibrio. Salinity changes resulted in increased activity and proliferation of immune cells. However, upon Vibrio infection, individuals at low salinity were unable to mount specific immune response components, both in terms of monocyte and lymphocyte cell proliferation and immune gene expression compared to pipefish kept at ambient salinities. We interpret this as resource allocation trade-off, implying that resources needed for osmoregulation under salinity stress are lacking for subsequent activation of the immune defence upon infection. Our data suggest that composition of small coastal fish communities may change due to elevated environmental stress levels and the incorporated consequences thereof."
22888054,Estrogen rescues masculinization of genetically female medaka by exposure to cortisol or high temperature.,"Kitano T, Hayashi Y, Shiraishi E, Kamei Y",Mol Reprod Dev. 2012 Oct;79(10):719-26. doi: 10.1002/mrd.22080. Epub 2012 Sep 14.,"Medaka (Oryzias latipes) is a teleost fish with an XX/XY sex determination system. Recently, it was reported that XX medaka can be sex-reversed into phenotypic males by exposure to high water temperature (HT) during gonadal sex differentiation, possibly by elevation of cortisol, the major glucocorticoid produced by the interrenal cells in teleosts. Yet, it remains unclear how the elevation of cortisol levels by HT causes female-to-male sex reversal. This paper reports that exposure to cortisol or HT after hatching inhibited both the proliferation of female-type germ cells and the expression of ovarian-type aromatase (cyp19a1), which encodes a steroidogenic enzyme responsible for the conversion of androgens to estrogens, and induced the expression of gonadal soma-derived growth factor (gsdf) in XX gonads during gonadal sex differentiation. In contrast, exposure to either cortisol or HT in combination with 17beta-estradiol (E2) did not produce these effects. Moreover, E2 completely rescued cortisol- and HT-induced masculinization of XX medaka. These results strongly suggest that cortisol and HT cause female-to-male sex reversal in medaka by suppression of cyp19a1 expression, with a resultant inhibition of estrogen biosynthesis. This mechanism may be common among animals with temperature-dependent sex determination."
22627284,Hyperproliferation of mitotically active germ cells due to defective anti-Mullerian hormone signaling mediates sex reversal in medaka.,"Nakamura S, Watakabe I, Nishimura T, Picard JY, Toyoda A, Taniguchi Y, di Clemente N, Tanaka M",Development. 2012 Jul;139(13):2283-7. doi: 10.1242/dev.076307. Epub 2012 May 23.,"The function of AMH (Anti-Mullerian hormone), a phylogenetically ancient member of the TGFbeta family of proteins, in lower vertebrates is largely unknown. Previously, we have shown that the gene encoding the type II anti-Mullerian hormone receptor, amhrII, is responsible for excessive germ cell proliferation and male-to-female sex reversal in the medaka hotei mutant. In this study, functional analyses in cultured cells and of other amhrII mutant alleles indicate that lack of AMH signaling causes the hotei phenotype. BrdU incorporation experiments identified the existence of both quiescent and mitotically active germ cells among the self-renewing, type I population of germ cells in the developing gonad. AMH signaling acts in supporting cells to promote the proliferation of mitotically active germ cells but does not trigger quiescent germ cells to proliferate in the developing gonad. Furthermore, we show that the male-to-female sex reversal phenotype in hotei mutants is not a direct consequence of AMH signaling in supporting cells, but is instead mediated by germ cells. Our data demonstrate that interfollicular AMH signaling regulates proliferation at a specific stage of germ cell development, and that this regulation is crucial for the proper manifestation of gonadal sex directed by sex determination genes."
22580910,Histopathological changes in Poecilia latipinna male gonad due to Tribulus terrestris administration.,"Kavitha P, Ramesh R, Subramanian P",In Vitro Cell Dev Biol Anim. 2012 May;48(5):306-12. doi: 10.1007/s11626-012-9517-9. Epub 2012 May 12.,"Tribulus terrestris is a traditionally known non-toxic aphrodisiac herb for maleness. It was experimented recently to understand the effect and mechanism on mono sex production in Poecilia latipinna. It would help to develop a new eco-friendly way to masculinize P. latipinna, since males have higher commercial value than females. The different concentration (100, 150, 200, 250 and 300 mg/L) of T. terrestris extract and a control were tested for their effect on sex transformation/reversal in P. latipinna by immersing the newly born young ones in the respective concentrations for 2 mo. The obtained results indicate that a dose dependant masculinization is obtained due to T. terrestris administration, which improved the male proportion. Histological results revealed that the testes of fish treated with T. terrestris extract contained all stages of spermatogenesis, clearly demonstrating that the administration of T. terrestris extract to P. latipinna stimulated spermatogenesis. Thus, it is discernible that 0-d-old hatchlings of P. latipinna exposed to T. terrestris extract orient/reverse their sex more towards maleness besides yielding better growth and spermatogenesis which is a mandate for fancy fish industry."
22253846,Analysis of medaka sox9 orthologue reveals a conserved role in germ cell maintenance.,"Nakamura S, Watakabe I, Nishimura T, Toyoda A, Taniguchi Y, Tanaka M",PLoS One. 2012;7(1):e29982. doi: 10.1371/journal.pone.0029982. Epub 2012 Jan 12.,"The sex determining gene is divergent among different animal species. However, sox9 is up-regulated in the male gonads in a number of species in which it is the essential regulator of testis determination. It is therefore often discussed that the sex determining gene-sox9 axis functions in several vertebrates. In our current study, we show that sox9b in the medaka (Oryzias latipes) is one of the orthologues of mammalian Sox9 at syntenic and expression levels. Medaka sox9b affects the organization of extracellular matrices, which represents a conserved role of sox9, but does not directly regulate testis determination. We made this determination via gene expression and phenotype analyses of medaka with different copy numbers of sox9b. Sox9b is involved in promoting cellular associations and is indispensible for the proper proliferation and survival of germ cells in both female and male medaka gonads. Medaka mutants that lack sox9b function exhibit a seemingly paradoxical phenotype of sex reversal to male. This is explained by a reduction in the germ cell number associated with aberrant extracellular matrices. Together with its identified roles in other vertebrate gonads, a testis-determining role for Sox9 in mammals is likely to have been neofunctionalized and appended to its conserved role in germ cell maintenance."
22187367,Dmrt1 mutation causes a male-to-female sex reversal after the sex determination by Dmy in the medaka.,"Masuyama H, Yamada M, Kamei Y, Fujiwara-Ishikawa T, Todo T, Nagahama Y, Matsuda M",Chromosome Res. 2012 Jan;20(1):163-76. doi: 10.1007/s10577-011-9264-x.,"DMRT1, which is found in many vertebrates, exhibits testis-specific expression during the sexual differentiation period, suggesting a conserved function of DMRT1 in the testicular development of vertebrate gonads. However, functional analyses have been reported only in mammals. The current study focused on the Dmrt1 function in the teleost medaka, Oryzias latipes, which has an XX-XY sex determination system. Although medaka sex is determined by the presence or absence of the Y chromosome-specific gene Dmy, we demonstrated that in one Dmrt1 mutant line, which was found by screening a gene-driven mutagenesis library, XY mutants developed into normal females and laid eggs. Histological analyses of this mutant revealed that the XY mutant gonads first developed into the normal testis type. However, the gonads transdifferentiated into the ovary type. The mutant phenotype could be rescued by transgenesis of the Dmrt1 genomic region. These results show that Dmrt1 is essential to maintain testis differentiation after Dmy-triggered male differentiation pathway."
